dataset,pair_id,split,domain,outcome_valence,amount_bucket,source_llm,projection_delta,correct_direction
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__dir_real_money_01,direction_train,compensation_bonus,loss,small,sonnet,500.693359375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__dir_real_money_02,direction_train,compensation_bonus,loss,small,sonnet,-469.34765625,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__dir_real_money_01a,direction_train,compensation_bonus,neutral,large,sonnet,1358.12890625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__dir_real_money_01b,direction_train,compensation_bonus,neutral,large,sonnet,538.6328125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__dir_real_money_01,direction_train,compensation_bonus,neutral,large,sonnet,315.921875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__dir_real_money_02,direction_train,compensation_bonus,neutral,large,sonnet,177.703125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__dir_real_money_01a,direction_train,compensation_bonus,neutral,large,sonnet,1253.103515625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__dir_real_money_01b,direction_train,compensation_bonus,neutral,large,sonnet,656.4375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__comp_bonus_01_open,direction_train,compensation_bonus,neutral,medium,sonnet,806.15625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__comp_bonus_02_open,direction_train,compensation_bonus,neutral,medium,sonnet,218.78125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__dir_real_money_01,direction_train,compensation_bonus,neutral,medium,sonnet,388.578125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__dir_real_money_02,direction_train,compensation_bonus,neutral,medium,sonnet,646.154296875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__dir_real_money_01,direction_train,compensation_bonus,neutral,medium,sonnet,449.89453125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__dir_real_money_02,direction_train,compensation_bonus,neutral,medium,sonnet,975.822265625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__dir_real_money_01,direction_train,compensation_bonus,neutral,small,sonnet,1382.646484375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__dir_real_money_02,direction_train,compensation_bonus,neutral,small,sonnet,736.8046875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__dir_real_money_01,direction_train,compensation_bonus,neutral,small,sonnet,442.3203125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__dir_real_money_02,direction_train,compensation_bonus,neutral,small,sonnet,397.05859375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__dir_real_money_01,direction_train,compensation_bonus,neutral,small,sonnet,569.765625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__dir_real_money_02,direction_train,compensation_bonus,neutral,small,sonnet,128.38671875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__dir_real_money_01,direction_train,finance_investments,gain,large,sonnet,363.919921875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__dir_real_money_02,direction_train,finance_investments,gain,large,sonnet,73.091796875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__dir_real_money_01,direction_train,finance_investments,gain,large,sonnet,331.0,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__dir_real_money_02,direction_train,finance_investments,gain,large,sonnet,421.505859375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__dir_real_money_01,direction_train,finance_investments,gain,large,sonnet,500.1015625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__dir_real_money_02,direction_train,finance_investments,gain,large,sonnet,905.466796875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__dir_real_money_01,direction_train,finance_investments,gain,medium,sonnet,642.4140625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__dir_real_money_02,direction_train,finance_investments,gain,medium,sonnet,310.244140625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__dir_real_money_01,direction_train,finance_investments,gain,medium,sonnet,334.1796875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__dir_real_money_02,direction_train,finance_investments,gain,medium,sonnet,-258.171875,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__dir_real_money_01,direction_train,finance_investments,gain,medium,sonnet,105.09375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__dir_real_money_02,direction_train,finance_investments,gain,medium,sonnet,410.6015625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__dir_real_money_01,direction_train,finance_investments,gain,small,sonnet,491.224609375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__dir_real_money_02,direction_train,finance_investments,gain,small,sonnet,-455.3671875,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__dir_real_money_01,direction_train,finance_investments,gain,small,sonnet,863.73828125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__dir_real_money_02,direction_train,finance_investments,gain,small,sonnet,257.234375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__dir_real_money_01,direction_train,finance_investments,gain,small,sonnet,468.5,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__dir_real_money_02,direction_train,finance_investments,gain,small,sonnet,-329.474609375,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__dir_real_money_loss_01,direction_train,finance_investments,loss,large,sonnet,597.2890625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__dir_real_money_loss_02,direction_train,finance_investments,loss,large,sonnet,-473.794921875,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__dir_real_money_loss_01,direction_train,finance_investments,loss,large,sonnet,569.45703125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__dir_real_money_loss_02,direction_train,finance_investments,loss,large,sonnet,96.7734375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__dir_real_money_loss_01,direction_train,finance_investments,loss,large,sonnet,636.23046875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__dir_real_money_loss_02,direction_train,finance_investments,loss,large,sonnet,-13.65625,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__dir_real_money_loss_01,direction_train,finance_investments,loss,medium,sonnet,277.47265625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__dir_real_money_loss_02,direction_train,finance_investments,loss,medium,sonnet,350.8984375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__dir_real_money_loss_01,direction_train,finance_investments,loss,medium,sonnet,286.259765625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__dir_real_money_loss_02,direction_train,finance_investments,loss,medium,sonnet,735.33203125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__dir_real_money_loss_01,direction_train,finance_investments,loss,medium,sonnet,1405.216796875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__dir_real_money_loss_02,direction_train,finance_investments,loss,medium,sonnet,714.16015625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__dir_real_money_loss_01,direction_train,finance_investments,loss,small,sonnet,762.279296875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__dir_real_money_loss_02,direction_train,finance_investments,loss,small,sonnet,661.46875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__dir_real_money_loss_01,direction_train,finance_investments,loss,small,sonnet,285.30859375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__dir_real_money_loss_02,direction_train,finance_investments,loss,small,sonnet,296.109375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__dir_real_money_loss_01,direction_train,finance_investments,loss,small,sonnet,610.240234375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__dir_real_money_loss_02,direction_train,finance_investments,loss,small,sonnet,-303.982421875,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_001__dir_real_money_01,direction_train,finance_investments,neutral,large,sonnet,682.501953125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_001__dir_real_money_02,direction_train,finance_investments,neutral,large,sonnet,89.078125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_002__dir_real_money_01a,direction_train,finance_investments,neutral,large,sonnet,162.154296875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_002__dir_real_money_01b,direction_train,finance_investments,neutral,large,sonnet,98.712890625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_003__dir_real_money_01,direction_train,finance_investments,neutral,large,sonnet,423.970703125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_003__dir_real_money_02,direction_train,finance_investments,neutral,large,sonnet,-687.822265625,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__dir_real_money_01,direction_train,finance_investments,neutral,medium,sonnet,336.05078125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__dir_real_money_02,direction_train,finance_investments,neutral,medium,sonnet,-409.0390625,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__dir_real_money_01a,direction_train,finance_investments,neutral,medium,sonnet,274.380859375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__dir_real_money_01b,direction_train,finance_investments,neutral,medium,sonnet,878.3046875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__dir_real_money_01,direction_train,finance_investments,neutral,medium,sonnet,495.236328125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__dir_real_money_02,direction_train,finance_investments,neutral,medium,sonnet,943.875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__dir_real_money_01a,direction_train,finance_investments,neutral,small,sonnet,585.646484375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__dir_real_money_01b,direction_train,finance_investments,neutral,small,sonnet,389.96484375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__dir_real_money_01,direction_train,finance_investments,neutral,small,sonnet,519.716796875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__dir_real_money_02,direction_train,finance_investments,neutral,small,sonnet,668.86328125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__dir_real_money_01,direction_train,finance_investments,neutral,small,sonnet,266.791015625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__dir_real_money_02,direction_train,finance_investments,neutral,small,sonnet,251.81640625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_001__refund_reimbursement_01_open,direction_train,refund_reimbursement,gain,large,sonnet,100.451171875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_001__refund_reimbursement_02_open,direction_train,refund_reimbursement,gain,large,sonnet,341.84375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_002__refund_reimbursement_01_open,direction_train,refund_reimbursement,gain,large,sonnet,192.0546875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_002__refund_reimbursement_02_open,direction_train,refund_reimbursement,gain,large,sonnet,567.890625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_003__refund_reimbursement_01_open,direction_train,refund_reimbursement,gain,large,sonnet,34.771484375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_003__refund_reimbursement_02_open,direction_train,refund_reimbursement,gain,large,sonnet,1173.619140625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_001__dir_money_refund_01_open,direction_train,refund_reimbursement,gain,medium,sonnet,727.10546875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_001__dir_money_refund_02_open,direction_train,refund_reimbursement,gain,medium,sonnet,105.107421875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_002__dir_money_refund_01_open,direction_train,refund_reimbursement,gain,medium,sonnet,1233.611328125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_002__dir_money_refund_02_open,direction_train,refund_reimbursement,gain,medium,sonnet,314.8828125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_003__dir_money_refund_01_open,direction_train,refund_reimbursement,gain,medium,sonnet,1367.5546875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_003__dir_money_refund_02_open,direction_train,refund_reimbursement,gain,medium,sonnet,1107.611328125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_001__refund_reimbursement_01_open,direction_train,refund_reimbursement,gain,small,sonnet,413.62109375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_001__refund_reimbursement_02_open,direction_train,refund_reimbursement,gain,small,sonnet,496.943359375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_002__dir_money_refund_01_open,direction_train,refund_reimbursement,gain,small,sonnet,521.70703125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_002__dir_money_refund_02_open,direction_train,refund_reimbursement,gain,small,sonnet,437.658203125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_003__refund_reimbursement_01_open,direction_train,refund_reimbursement,gain,small,sonnet,813.8125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_003__refund_reimbursement_02_open,direction_train,refund_reimbursement,gain,small,sonnet,528.181640625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_001__direction_realization_money_01,direction_train,refund_reimbursement,loss,large,sonnet,974.15234375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_001__direction_realization_money_02,direction_train,refund_reimbursement,loss,large,sonnet,264.50390625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_002__refund_reimbursement_01_open,direction_train,refund_reimbursement,loss,large,sonnet,-1.55078125,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_002__refund_reimbursement_02_open,direction_train,refund_reimbursement,loss,large,sonnet,459.2890625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_003__dir_real_money_01,direction_train,refund_reimbursement,loss,large,sonnet,48.8203125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_003__dir_real_money_02,direction_train,refund_reimbursement,loss,large,sonnet,-141.0546875,False
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_001__dir_money_refund_01_open,direction_train,refund_reimbursement,loss,medium,sonnet,930.64453125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_001__dir_money_refund_02_open,direction_train,refund_reimbursement,loss,medium,sonnet,579.099609375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_002__dir_real_money_refund_01,direction_train,refund_reimbursement,loss,medium,sonnet,372.1171875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_002__dir_real_money_refund_02,direction_train,refund_reimbursement,loss,medium,sonnet,429.283203125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_003__dir_real_money_01,direction_train,refund_reimbursement,loss,medium,sonnet,605.349609375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_003__dir_real_money_02,direction_train,refund_reimbursement,loss,medium,sonnet,259.251953125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_001__dir_real_money_refund_01,direction_train,refund_reimbursement,loss,small,sonnet,1125.53515625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_001__dir_real_money_refund_02,direction_train,refund_reimbursement,loss,small,sonnet,859.50390625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_002__dir_real_money_refund_01,direction_train,refund_reimbursement,loss,small,sonnet,617.728515625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_002__dir_real_money_refund_02,direction_train,refund_reimbursement,loss,small,sonnet,950.109375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_003__refund_reimbursement_01_open,direction_train,refund_reimbursement,loss,small,sonnet,553.775390625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_003__refund_reimbursement_02_open,direction_train,refund_reimbursement,loss,small,sonnet,470.271484375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_001__refund_reimbursement_01_open,direction_train,refund_reimbursement,neutral,large,sonnet,776.744140625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_001__refund_reimbursement_02_open,direction_train,refund_reimbursement,neutral,large,sonnet,601.541015625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_002__refund_reimbursement_01_open,direction_train,refund_reimbursement,neutral,large,sonnet,1019.49609375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_002__refund_reimbursement_02_open,direction_train,refund_reimbursement,neutral,large,sonnet,777.341796875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_003__dir_real_money_refund_01,direction_train,refund_reimbursement,neutral,large,sonnet,595.287109375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_003__dir_real_money_refund_02,direction_train,refund_reimbursement,neutral,large,sonnet,360.4765625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_001__dir_real_money_01,direction_train,refund_reimbursement,neutral,medium,sonnet,483.705078125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_001__dir_real_money_02,direction_train,refund_reimbursement,neutral,medium,sonnet,321.15234375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_002__dir_real_money_refund_01,direction_train,refund_reimbursement,neutral,medium,sonnet,646.98828125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_002__dir_real_money_refund_02,direction_train,refund_reimbursement,neutral,medium,sonnet,15.630859375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_003__refund_reimbursement_01_open,direction_train,refund_reimbursement,neutral,medium,sonnet,696.244140625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_003__refund_reimbursement_02_open,direction_train,refund_reimbursement,neutral,medium,sonnet,936.357421875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_001__refund_reimbursement_01_open,direction_train,refund_reimbursement,neutral,small,sonnet,78.4453125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_001__refund_reimbursement_02_open,direction_train,refund_reimbursement,neutral,small,sonnet,463.25,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_002__dir_real_money_01,direction_train,refund_reimbursement,neutral,small,sonnet,828.609375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_002__dir_real_money_02,direction_train,refund_reimbursement,neutral,small,sonnet,764.4375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_003__refund_reimbursement_01_open,direction_train,refund_reimbursement,neutral,small,sonnet,406.703125,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_003__refund_reimbursement_02_open,direction_train,refund_reimbursement,neutral,small,sonnet,291.615234375,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__large__none__paired__part_001__dir_real_money_01,direction_val,budget_spending,gain,large,sonnet,723.291015625,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__large__none__paired__part_001__dir_real_money_02,direction_val,budget_spending,gain,large,sonnet,287.69921875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__large__none__paired__part_002__dir_real_money_01,direction_val,budget_spending,gain,large,sonnet,775.966796875,True
original,realization_vector_generation_v1__sonnet__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__large__none__paired__part_002__dir_real_money_02,direction_val,budget_spending,gain,large,sonnet,170.0859375,True
